params : {'max_depth': 15, 'subsample': 0.3, 'colsample_bytree': 0.3, 'n_estimators': 10} , cv_mean(best_f1) 0.63 , best_threshold : [0.35, 0.35], train_time : 6.46
params : {'max_depth': 15, 'subsample': 1.0, 'colsample_bytree': 0.3, 'n_estimators': 100} , cv_mean(best_f1) 0.63 , best_threshold : [0.29, 0.29], train_time : 77.54
params : {'max_depth': 20, 'subsample': 0.5, 'colsample_bytree': 1.0, 'n_estimators': 50} , cv_mean(best_f1) 0.62 , best_threshold : [0.17, 0.15], train_time : 169.54
params : {'max_depth': 6, 'subsample': 0.5, 'colsample_bytree': 0.5, 'n_estimators': 100} , cv_mean(best_f1) 0.64 , best_threshold : [0.31, 0.32], train_time : 2.56
params : {'max_depth': 20, 'subsample': 0.5, 'colsample_bytree': 0.8, 'n_estimators': 100} , cv_mean(best_f1) 0.62 , best_threshold : [0.12, 0.1], train_time : 283.99
params : {'max_depth': 15, 'subsample': 0.5, 'colsample_bytree': 0.5, 'n_estimators': 10} , cv_mean(best_f1) 0.63 , best_threshold : [0.32, 0.33], train_time : 13.90
params : {'max_depth': 6, 'subsample': 1.0, 'colsample_bytree': 1.0, 'n_estimators': 50} , cv_mean(best_f1) 0.64 , best_threshold : [0.31, 0.32], train_time : 1.15
params : {'max_depth': 6, 'subsample': 0.3, 'colsample_bytree': 0.5, 'n_estimators': 500} , cv_mean(best_f1) 0.63 , best_threshold : [0.3, 0.31], train_time : 9.87
params : {'max_depth': 5, 'subsample': 0.5, 'colsample_bytree': 1.0, 'n_estimators': 50, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.63 , best_threshold : [0.32, 0.33], train_time : 0.68
params : {'max_depth': 6, 'subsample': 1.0, 'colsample_bytree': 0.8, 'n_estimators': 300, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.64 , best_threshold : [0.31, 0.31], train_time : 2.90
params : {'max_depth': 3, 'subsample': 0.3, 'colsample_bytree': 0.8, 'n_estimators': 50, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.63 , best_threshold : [0.31, 0.32], train_time : 0.68
params : {'max_depth': 10, 'subsample': 1.0, 'colsample_bytree': 0.3, 'n_estimators': 50, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.63 , best_threshold : [0.32, 0.32], train_time : 5.23
params : {'max_depth': 10, 'subsample': 0.5, 'colsample_bytree': 0.3, 'n_estimators': 500, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.63 , best_threshold : [0.27, 0.26], train_time : 64.97
params : {'max_depth': 10, 'subsample': 0.3, 'colsample_bytree': 0.8, 'n_estimators': 10, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.63 , best_threshold : [0.34, 0.33], train_time : 2.32
params : {'max_depth': 10, 'subsample': 0.8, 'colsample_bytree': 0.5, 'n_estimators': 500, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.63 , best_threshold : [0.23, 0.23], train_time : 68.60
params : {'max_depth': 6, 'subsample': 0.3, 'colsample_bytree': 0.8, 'n_estimators': 300, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.63 , best_threshold : [0.31, 0.29], train_time : 2.02
params : {'max_depth': 6, 'subsample': 1.0, 'colsample_bytree': 0.8, 'n_estimators': 50, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.63 , best_threshold : [0.32, 0.32], train_time : 0.99
params : {'max_depth': 6, 'subsample': 0.5, 'colsample_bytree': 0.5, 'n_estimators': 300, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.63 , best_threshold : [0.3, 0.3], train_time : 6.85
params : {'max_depth': 10, 'subsample': 1.0, 'colsample_bytree': 0.3, 'n_estimators': 100, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.63 , best_threshold : [0.31, 0.32], train_time : 12.18
params : {'max_depth': 12, 'subsample': 1.0, 'colsample_bytree': 0.5, 'n_estimators': 50, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.63 , best_threshold : [0.29, 0.29], train_time : 5.64
params : {'max_depth': 6, 'subsample': 0.3, 'colsample_bytree': 0.3, 'n_estimators': 100, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.63 , best_threshold : [0.32, 0.31], train_time : 1.01
